Nom_Action;Prim_key;Code_ABBR;Code_ISIN;Date;Ouverture;Fermeture;Volume
Credit Agricole;FR0000045072ACAp;ACAp;FR0000045072;----;7.0;6.902;9236156
Credit Agricole;FR0000045072ACAp0;ACAp;FR0000045072;----0;7.198;7.166;7088562
Credit Agricole;FR0000045072ACAp0320;ACAp;FR0000045072;-03-20;6.98;6.69;9488221
Credit Agricole;FR0000045072ACAp0420;ACAp;FR0000045072;-04-20;7.8;7.282;12807958
Credit Agricole;FR0000045072ACAp0520;ACAp;FR0000045072;-05-20;7.22;7.0;6785474
Credit Agricole;FR0000045072ACAp180312;ACAp;FR0000045072;18-03-12;13.705;13.72;3227334
Credit Agricole;FR0000045072ACAp180313;ACAp;FR0000045072;18-03-13;13.755;13.645;5880566
Credit Agricole;FR0000045072ACAp180314;ACAp;FR0000045072;18-03-14;13.63;13.49;4842653
Credit Agricole;FR0000045072ACAp180315;ACAp;FR0000045072;18-03-15;13.56;13.555;4431206
Credit Agricole;FR0000045072ACAp180316;ACAp;FR0000045072;18-03-16;13.56;13.705;7063795
Credit Agricole;FR0000045072ACAp180319;ACAp;FR0000045072;18-03-19;13.715;13.615;4623997
Credit Agricole;FR0000045072ACAp180320;ACAp;FR0000045072;18-03-20;13.635;13.68;5016937
Credit Agricole;FR0000045072ACAp180321;ACAp;FR0000045072;18-03-21;13.675;13.585;4926829
Credit Agricole;FR0000045072ACAp180322;ACAp;FR0000045072;18-03-22;13.5;13.38;9217233
Credit Agricole;FR0000045072ACAp180323;ACAp;FR0000045072;18-03-23;13.24;13.165;7007759
Credit Agricole;FR0000045072ACAp180326;ACAp;FR0000045072;18-03-26;13.19;13.14;5289476
Credit Agricole;FR0000045072ACAp180327;ACAp;FR0000045072;18-03-27;13.345;13.23;4517519
Credit Agricole;FR0000045072ACAp180328;ACAp;FR0000045072;18-03-28;13.075;13.255;5754470
Credit Agricole;FR0000045072ACAp180329;ACAp;FR0000045072;18-03-29;13.32;13.205;5179244
Credit Agricole;FR0000045072ACAp180403;ACAp;FR0000045072;18-04-03;13.1;13.225;5012393
Credit Agricole;FR0000045072ACAp180404;ACAp;FR0000045072;18-04-04;13.245;13.14;5366373
Credit Agricole;FR0000045072ACAp180405;ACAp;FR0000045072;18-04-05;13.365;13.405;6353249
Credit Agricole;FR0000045072ACAp180406;ACAp;FR0000045072;18-04-06;13.365;13.235;6424232
Credit Agricole;FR0000045072ACAp180409;ACAp;FR0000045072;18-04-09;13.295;13.185;4320600
Credit Agricole;FR0000045072ACAp180410;ACAp;FR0000045072;18-04-10;13.285;13.26;5893820
Credit Agricole;FR0000045072ACAp180411;ACAp;FR0000045072;18-04-11;13.23;13.21;4618578
Credit Agricole;FR0000045072ACAp180412;ACAp;FR0000045072;18-04-12;13.23;13.335;4725069
Credit Agricole;FR0000045072ACAp180413;ACAp;FR0000045072;18-04-13;13.33;13.385;3834811
Credit Agricole;FR0000045072ACAp180416;ACAp;FR0000045072;18-04-16;13.39;13.405;3037093
Credit Agricole;FR0000045072ACAp180417;ACAp;FR0000045072;18-04-17;13.435;13.415;4175959
Credit Agricole;FR0000045072ACAp180418;ACAp;FR0000045072;18-04-18;13.415;13.45;3017991
Credit Agricole;FR0000045072ACAp180419;ACAp;FR0000045072;18-04-19;13.46;13.5;3219481
Credit Agricole;FR0000045072ACAp180420;ACAp;FR0000045072;18-04-20;13.525;13.585;4221609
Credit Agricole;FR0000045072ACAp180423;ACAp;FR0000045072;18-04-23;13.575;13.715;4740055
Credit Agricole;FR0000045072ACAp180424;ACAp;FR0000045072;18-04-24;13.715;13.745;3852029
Credit Agricole;FR0000045072ACAp180425;ACAp;FR0000045072;18-04-25;13.7;13.62;3515984
Credit Agricole;FR0000045072ACAp180426;ACAp;FR0000045072;18-04-26;13.62;13.625;3774331
Credit Agricole;FR0000045072ACAp180427;ACAp;FR0000045072;18-04-27;13.625;13.675;4817240
Credit Agricole;FR0000045072ACAp180430;ACAp;FR0000045072;18-04-30;13.66;13.635;4498369
Credit Agricole;FR0000045072ACAp180502;ACAp;FR0000045072;18-05-02;13.6;13.62;4070609
Credit Agricole;FR0000045072ACAp180503;ACAp;FR0000045072;18-05-03;13.61;13.38;4912067
Credit Agricole;FR0000045072ACAp180504;ACAp;FR0000045072;18-05-04;13.29;13.43;5439145
Credit Agricole;FR0000045072ACAp180507;ACAp;FR0000045072;18-05-07;13.485;13.445;2565110
Credit Agricole;FR0000045072ACAp180508;ACAp;FR0000045072;18-05-08;13.45;13.405;4195205
Credit Agricole;FR0000045072ACAp180509;ACAp;FR0000045072;18-05-09;13.435;13.44;4056471
Credit Agricole;FR0000045072ACAp180510;ACAp;FR0000045072;18-05-10;13.465;13.425;2905129
Credit Agricole;FR0000045072ACAp180511;ACAp;FR0000045072;18-05-11;13.425;13.47;4083132
Credit Agricole;FR0000045072ACAp180514;ACAp;FR0000045072;18-05-14;13.5;13.41;6346001
Credit Agricole;FR0000045072ACAp180515;ACAp;FR0000045072;18-05-15;13.21;13.565;9134616
Credit Agricole;FR0000045072ACAp180516;ACAp;FR0000045072;18-05-16;13.58;13.495;7014733
Credit Agricole;FR0000045072ACAp180517;ACAp;FR0000045072;18-05-17;13.5;13.625;9452515
Credit Agricole;FR0000045072ACAp180518;ACAp;FR0000045072;18-05-18;13.62;13.435;12477727
Credit Agricole;FR0000045072ACAp180521;ACAp;FR0000045072;18-05-21;13.485;13.535;5732322
Credit Agricole;FR0000045072ACAp180522;ACAp;FR0000045072;18-05-22;13.045;13.26;10374941
Credit Agricole;FR0000045072ACAp180523;ACAp;FR0000045072;18-05-23;13.23;13.095;8898903
Credit Agricole;FR0000045072ACAp180524;ACAp;FR0000045072;18-05-24;13.12;12.785;10545032
Credit Agricole;FR0000045072ACAp180525;ACAp;FR0000045072;18-05-25;12.8;12.66;9150669
Credit Agricole;FR0000045072ACAp180528;ACAp;FR0000045072;18-05-28;12.78;12.45;10422035
Credit Agricole;FR0000045072ACAp180529;ACAp;FR0000045072;18-05-29;12.29;12.04;19523584
Credit Agricole;FR0000045072ACAp180530;ACAp;FR0000045072;18-05-30;12.0;11.885;14761668
Credit Agricole;FR0000045072ACAp180531;ACAp;FR0000045072;18-05-31;12.0;11.74;14996794
Credit Agricole;FR0000045072ACAp180601;ACAp;FR0000045072;18-06-01;11.905;12.055;14645525
Credit Agricole;FR0000045072ACAp180604;ACAp;FR0000045072;18-06-04;12.2;12.155;8137459
Credit Agricole;FR0000045072ACAp180605;ACAp;FR0000045072;18-06-05;12.175;11.905;8533422
Credit Agricole;FR0000045072ACAp180606;ACAp;FR0000045072;18-06-06;11.94;11.91;8390212
Credit Agricole;FR0000045072ACAp180607;ACAp;FR0000045072;18-06-07;11.995;11.985;7134471
Credit Agricole;FR0000045072ACAp180608;ACAp;FR0000045072;18-06-08;11.905;11.89;6013127
Credit Agricole;FR0000045072ACAp180611;ACAp;FR0000045072;18-06-11;11.995;12.08;8700900
Credit Agricole;FR0000045072ACAp180612;ACAp;FR0000045072;18-06-12;12.135;12.105;5968996
Credit Agricole;FR0000045072ACAp180613;ACAp;FR0000045072;18-06-13;12.1;12.035;5259770
Credit Agricole;FR0000045072ACAp180614;ACAp;FR0000045072;18-06-14;11.99;12.05;7320819
Credit Agricole;FR0000045072ACAp180615;ACAp;FR0000045072;18-06-15;12.05;11.825;15041771
Credit Agricole;FR0000045072ACAp180618;ACAp;FR0000045072;18-06-18;11.775;11.785;5461026
Credit Agricole;FR0000045072ACAp180619;ACAp;FR0000045072;18-06-19;11.665;11.775;6228022
Credit Agricole;FR0000045072ACAp180620;ACAp;FR0000045072;18-06-20;11.865;11.695;9088164
Credit Agricole;FR0000045072ACAp180621;ACAp;FR0000045072;18-06-21;11.73;11.635;7328609
Credit Agricole;FR0000045072ACAp180622;ACAp;FR0000045072;18-06-22;11.705;11.76;5391480
Credit Agricole;FR0000045072ACAp180625;ACAp;FR0000045072;18-06-25;11.685;11.62;5392261
Credit Agricole;FR0000045072ACAp180626;ACAp;FR0000045072;18-06-26;11.66;11.53;5027928
Credit Agricole;FR0000045072ACAp180627;ACAp;FR0000045072;18-06-27;11.505;11.5;7873839
Credit Agricole;FR0000045072ACAp180628;ACAp;FR0000045072;18-06-28;11.45;11.4;6885992
Credit Agricole;FR0000045072ACAp180629;ACAp;FR0000045072;18-06-29;11.55;11.435;8575918
Credit Agricole;FR0000045072ACAp180702;ACAp;FR0000045072;18-07-02;11.35;11.38;7000096
Credit Agricole;FR0000045072ACAp180703;ACAp;FR0000045072;18-07-03;11.355;11.42;6019562
Credit Agricole;FR0000045072ACAp180704;ACAp;FR0000045072;18-07-04;11.385;11.39;6270337
Credit Agricole;FR0000045072ACAp180705;ACAp;FR0000045072;18-07-05;11.385;11.535;8896993
Credit Agricole;FR0000045072ACAp180706;ACAp;FR0000045072;18-07-06;11.6;11.51;5757861
Credit Agricole;FR0000045072ACAp180709;ACAp;FR0000045072;18-07-09;11.575;11.61;6445974
Credit Agricole;FR0000045072ACAp180710;ACAp;FR0000045072;18-07-10;11.65;11.56;6025605
Credit Agricole;FR0000045072ACAp180711;ACAp;FR0000045072;18-07-11;11.485;11.36;7799846
Credit Agricole;FR0000045072ACAp180712;ACAp;FR0000045072;18-07-12;11.4;11.3;6929650
Credit Agricole;FR0000045072ACAp180713;ACAp;FR0000045072;18-07-13;11.345;11.425;7125071
Credit Agricole;FR0000045072ACAp180716;ACAp;FR0000045072;18-07-16;11.395;11.47;5497533
Credit Agricole;FR0000045072ACAp180717;ACAp;FR0000045072;18-07-17;11.465;11.465;5370432
Credit Agricole;FR0000045072ACAp180718;ACAp;FR0000045072;18-07-18;11.49;11.445;5580605
Credit Agricole;FR0000045072ACAp180719;ACAp;FR0000045072;18-07-19;11.42;11.435;4780071
Credit Agricole;FR0000045072ACAp180720;ACAp;FR0000045072;18-07-20;11.4;11.43;5802301
Credit Agricole;FR0000045072ACAp180723;ACAp;FR0000045072;18-07-23;11.395;11.5;4063425
Credit Agricole;FR0000045072ACAp180724;ACAp;FR0000045072;18-07-24;11.55;11.63;6769962
Credit Agricole;FR0000045072ACAp180725;ACAp;FR0000045072;18-07-25;11.64;11.57;4660520
Credit Agricole;FR0000045072ACAp180726;ACAp;FR0000045072;18-07-26;11.645;11.635;5759083
Credit Agricole;FR0000045072ACAp180727;ACAp;FR0000045072;18-07-27;11.635;11.78;6304480
Credit Agricole;FR0000045072ACAp180730;ACAp;FR0000045072;18-07-30;11.75;11.9;5060149
Credit Agricole;FR0000045072ACAp180731;ACAp;FR0000045072;18-07-31;11.845;12.015;8920833
Credit Agricole;FR0000045072ACAp180801;ACAp;FR0000045072;18-08-01;12.07;11.98;6142904
Credit Agricole;FR0000045072ACAp180802;ACAp;FR0000045072;18-08-02;11.96;11.95;6877084
Credit Agricole;FR0000045072ACAp180803;ACAp;FR0000045072;18-08-03;12.36;12.225;12562631
Credit Agricole;FR0000045072ACAp180806;ACAp;FR0000045072;18-08-06;12.3;12.335;9018160
Credit Agricole;FR0000045072ACAp180807;ACAp;FR0000045072;18-08-07;12.395;12.49;8318253
Credit Agricole;FR0000045072ACAp180808;ACAp;FR0000045072;18-08-08;12.49;12.44;5485913
Credit Agricole;FR0000045072ACAp180809;ACAp;FR0000045072;18-08-09;12.425;12.43;3850975
Credit Agricole;FR0000045072ACAp180810;ACAp;FR0000045072;18-08-10;12.305;12.175;11331405
Credit Agricole;FR0000045072ACAp180813;ACAp;FR0000045072;18-08-13;12.045;12.03;9174079
Credit Agricole;FR0000045072ACAp180814;ACAp;FR0000045072;18-08-14;12.065;11.83;8820624
Credit Agricole;FR0000045072ACAp180815;ACAp;FR0000045072;18-08-15;11.914;11.732;7450372
Credit Agricole;FR0000045072ACAp180816;ACAp;FR0000045072;18-08-16;11.798;11.838;6004883
Credit Agricole;FR0000045072ACAp180817;ACAp;FR0000045072;18-08-17;11.85;11.796;5676502
Credit Agricole;FR0000045072ACAp180820;ACAp;FR0000045072;18-08-20;11.8;11.82;3925694
Credit Agricole;FR0000045072ACAp180821;ACAp;FR0000045072;18-08-21;11.8;11.91;6365977
Credit Agricole;FR0000045072ACAp180822;ACAp;FR0000045072;18-08-22;11.94;12.102;7845109
Credit Agricole;FR0000045072ACAp180823;ACAp;FR0000045072;18-08-23;12.1;12.024;4738468
Credit Agricole;FR0000045072ACAp180824;ACAp;FR0000045072;18-08-24;12.008;11.976;4415975
Credit Agricole;FR0000045072ACAp180827;ACAp;FR0000045072;18-08-27;12.006;12.054;3776522
Credit Agricole;FR0000045072ACAp180828;ACAp;FR0000045072;18-08-28;12.068;12.004;4719174
Credit Agricole;FR0000045072ACAp180829;ACAp;FR0000045072;18-08-29;12.008;11.98;5038929
Credit Agricole;FR0000045072ACAp180830;ACAp;FR0000045072;18-08-30;11.956;11.892;4895769
Credit Agricole;FR0000045072ACAp180831;ACAp;FR0000045072;18-08-31;11.866;11.792;5904531
Credit Agricole;FR0000045072ACAp180903;ACAp;FR0000045072;18-09-03;11.786;11.884;4571957
Credit Agricole;FR0000045072ACAp180904;ACAp;FR0000045072;18-09-04;11.958;12.08;9866668
Credit Agricole;FR0000045072ACAp180905;ACAp;FR0000045072;18-09-05;12.05;12.274;11132263
Credit Agricole;FR0000045072ACAp180906;ACAp;FR0000045072;18-09-06;12.206;12.268;6808357
Credit Agricole;FR0000045072ACAp180907;ACAp;FR0000045072;18-09-07;12.262;12.072;9240361
Credit Agricole;FR0000045072ACAp180910;ACAp;FR0000045072;18-09-10;12.036;12.186;6039020
Credit Agricole;FR0000045072ACAp180911;ACAp;FR0000045072;18-09-11;12.244;12.154;5570836
Credit Agricole;FR0000045072ACAp180912;ACAp;FR0000045072;18-09-12;12.166;12.092;4594335
Credit Agricole;FR0000045072ACAp180913;ACAp;FR0000045072;18-09-13;12.102;12.29;7111403
Credit Agricole;FR0000045072ACAp180914;ACAp;FR0000045072;18-09-14;12.338;12.358;4782686
Credit Agricole;FR0000045072ACAp180917;ACAp;FR0000045072;18-09-17;12.348;12.488;6205946
Credit Agricole;FR0000045072ACAp180918;ACAp;FR0000045072;18-09-18;12.488;12.504;5528653
Credit Agricole;FR0000045072ACAp180919;ACAp;FR0000045072;18-09-19;12.476;12.69;7916747
Credit Agricole;FR0000045072ACAp180920;ACAp;FR0000045072;18-09-20;12.69;12.924;11559328
Credit Agricole;FR0000045072ACAp180921;ACAp;FR0000045072;18-09-21;12.954;12.986;11667398
Credit Agricole;FR0000045072ACAp180924;ACAp;FR0000045072;18-09-24;12.93;12.798;7480132
Credit Agricole;FR0000045072ACAp180925;ACAp;FR0000045072;18-09-25;12.838;12.886;4233600
Credit Agricole;FR0000045072ACAp180926;ACAp;FR0000045072;18-09-26;12.91;12.946;5781648
Credit Agricole;FR0000045072ACAp180927;ACAp;FR0000045072;18-09-27;12.886;12.948;5569143
Credit Agricole;FR0000045072ACAp180928;ACAp;FR0000045072;18-09-28;12.832;12.386;15956336
Credit Agricole;FR0000045072ACAp181001;ACAp;FR0000045072;18-10-01;12.36;12.138;10859359
Credit Agricole;FR0000045072ACAp181002;ACAp;FR0000045072;18-10-02;12.238;12.214;8851267
Credit Agricole;FR0000045072ACAp181003;ACAp;FR0000045072;18-10-03;12.36;12.398;7999320
Credit Agricole;FR0000045072ACAp181004;ACAp;FR0000045072;18-10-04;12.43;12.67;10784786
Credit Agricole;FR0000045072ACAp181005;ACAp;FR0000045072;18-10-05;12.65;12.602;5733491
Credit Agricole;FR0000045072ACAp181008;ACAp;FR0000045072;18-10-08;12.546;12.376;5781187
Credit Agricole;FR0000045072ACAp181009;ACAp;FR0000045072;18-10-09;12.43;12.47;6045167
Credit Agricole;FR0000045072ACAp181010;ACAp;FR0000045072;18-10-10;12.432;12.508;6455160
Credit Agricole;FR0000045072ACAp181011;ACAp;FR0000045072;18-10-11;12.35;12.244;9923352
Credit Agricole;FR0000045072ACAp181012;ACAp;FR0000045072;18-10-12;12.41;12.156;7185240
Credit Agricole;FR0000045072ACAp181015;ACAp;FR0000045072;18-10-15;12.16;12.112;5814666
Credit Agricole;FR0000045072ACAp181016;ACAp;FR0000045072;18-10-16;12.166;12.132;6752860
Credit Agricole;FR0000045072ACAp181017;ACAp;FR0000045072;18-10-17;12.2;12.16;6837509
Credit Agricole;FR0000045072ACAp181018;ACAp;FR0000045072;18-10-18;12.12;12.116;6656774
Credit Agricole;FR0000045072ACAp181019;ACAp;FR0000045072;18-10-19;12.09;11.892;10576214
Credit Agricole;FR0000045072ACAp181022;ACAp;FR0000045072;18-10-22;12.024;11.76;6465864
Credit Agricole;FR0000045072ACAp181023;ACAp;FR0000045072;18-10-23;11.65;11.546;8674941
Credit Agricole;FR0000045072ACAp181024;ACAp;FR0000045072;18-10-24;11.542;11.3;8388096
Credit Agricole;FR0000045072ACAp181025;ACAp;FR0000045072;18-10-25;11.25;11.362;9248116
Credit Agricole;FR0000045072ACAp181026;ACAp;FR0000045072;18-10-26;11.226;11.172;9224845
Credit Agricole;FR0000045072ACAp181029;ACAp;FR0000045072;18-10-29;11.11;11.32;5765234
Credit Agricole;FR0000045072ACAp181030;ACAp;FR0000045072;18-10-30;11.282;11.138;7441153
Credit Agricole;FR0000045072ACAp181031;ACAp;FR0000045072;18-10-31;11.28;11.328;9114529
Credit Agricole;FR0000045072ACAp181101;ACAp;FR0000045072;18-11-01;11.308;11.468;5468682
Credit Agricole;FR0000045072ACAp181102;ACAp;FR0000045072;18-11-02;11.562;11.588;7009984
Credit Agricole;FR0000045072ACAp181105;ACAp;FR0000045072;18-11-05;11.574;11.556;3635010
Credit Agricole;FR0000045072ACAp181106;ACAp;FR0000045072;18-11-06;11.576;11.508;4922000
Credit Agricole;FR0000045072ACAp181107;ACAp;FR0000045072;18-11-07;11.334;11.412;8072633
Credit Agricole;FR0000045072ACAp181108;ACAp;FR0000045072;18-11-08;11.472;11.498;6524427
Credit Agricole;FR0000045072ACAp181109;ACAp;FR0000045072;18-11-09;11.414;11.358;6880883
Credit Agricole;FR0000045072ACAp181112;ACAp;FR0000045072;18-11-12;11.422;11.152;5900225
Credit Agricole;FR0000045072ACAp181113;ACAp;FR0000045072;18-11-13;11.2;11.274;5891916
Credit Agricole;FR0000045072ACAp181114;ACAp;FR0000045072;18-11-14;11.18;11.144;6217276
Credit Agricole;FR0000045072ACAp181115;ACAp;FR0000045072;18-11-15;11.198;10.99;8355866
Credit Agricole;FR0000045072ACAp181116;ACAp;FR0000045072;18-11-16;11.02;10.908;9291892
Credit Agricole;FR0000045072ACAp181119;ACAp;FR0000045072;18-11-19;10.91;10.882;5467406
Credit Agricole;FR0000045072ACAp181120;ACAp;FR0000045072;18-11-20;10.84;10.632;7019460
Credit Agricole;FR0000045072ACAp181121;ACAp;FR0000045072;18-11-21;10.716;10.778;4765196
Credit Agricole;FR0000045072ACAp181122;ACAp;FR0000045072;18-11-22;10.736;10.67;4967527
Credit Agricole;FR0000045072ACAp181123;ACAp;FR0000045072;18-11-23;10.674;10.722;4314881
Credit Agricole;FR0000045072ACAp181126;ACAp;FR0000045072;18-11-26;10.81;11.12;9673925
Credit Agricole;FR0000045072ACAp181127;ACAp;FR0000045072;18-11-27;11.096;11.086;4521626
Credit Agricole;FR0000045072ACAp181128;ACAp;FR0000045072;18-11-28;11.1;10.998;4166106
Credit Agricole;FR0000045072ACAp181129;ACAp;FR0000045072;18-11-29;11.068;11.052;4327262
Credit Agricole;FR0000045072ACAp181130;ACAp;FR0000045072;18-11-30;11.068;10.968;4730078
Credit Agricole;FR0000045072ACAp181203;ACAp;FR0000045072;18-12-03;11.19;11.084;4938826
Credit Agricole;FR0000045072ACAp181204;ACAp;FR0000045072;18-12-04;11.01;10.838;5139056
Credit Agricole;FR0000045072ACAp181205;ACAp;FR0000045072;18-12-05;10.734;10.73;4498923
Credit Agricole;FR0000045072ACAp181206;ACAp;FR0000045072;18-12-06;10.62;10.212;10857788
Credit Agricole;FR0000045072ACAp181207;ACAp;FR0000045072;18-12-07;10.228;10.192;6777552
Credit Agricole;FR0000045072ACAp181210;ACAp;FR0000045072;18-12-10;10.102;9.89;9204334
Credit Agricole;FR0000045072ACAp181211;ACAp;FR0000045072;18-12-11;9.911;9.886;8498017
Credit Agricole;FR0000045072ACAp181212;ACAp;FR0000045072;18-12-12;9.891;10.232;10620690
Credit Agricole;FR0000045072ACAp181213;ACAp;FR0000045072;18-12-13;10.348;10.242;6841428
Credit Agricole;FR0000045072ACAp181214;ACAp;FR0000045072;18-12-14;10.132;10.136;5595892
Credit Agricole;FR0000045072ACAp181217;ACAp;FR0000045072;18-12-17;10.116;9.911;6949562
Credit Agricole;FR0000045072ACAp181218;ACAp;FR0000045072;18-12-18;9.885;9.85;7193048
Credit Agricole;FR0000045072ACAp181219;ACAp;FR0000045072;18-12-19;9.9;9.872;5553581
Credit Agricole;FR0000045072ACAp181220;ACAp;FR0000045072;18-12-20;9.719;9.477;9753837
Credit Agricole;FR0000045072ACAp181221;ACAp;FR0000045072;18-12-21;9.474;9.435;16243363
Credit Agricole;FR0000045072ACAp181224;ACAp;FR0000045072;18-12-24;9.305;9.288;1894817
Credit Agricole;FR0000045072ACAp181227;ACAp;FR0000045072;18-12-27;9.4;9.173;7297581
Credit Agricole;FR0000045072ACAp181228;ACAp;FR0000045072;18-12-28;9.249;9.406;5979391
Credit Agricole;FR0000045072ACAp181231;ACAp;FR0000045072;18-12-31;9.44;9.43;1618681
Credit Agricole;FR0000045072ACAp190102;ACAp;FR0000045072;19-01-02;9.298;9.313;4976608
Credit Agricole;FR0000045072ACAp190103;ACAp;FR0000045072;19-01-03;9.187;9.283;5575061
Credit Agricole;FR0000045072ACAp190104;ACAp;FR0000045072;19-01-04;9.4;9.764;9009845
Credit Agricole;FR0000045072ACAp190107;ACAp;FR0000045072;19-01-07;9.8;9.748;5238089
Credit Agricole;FR0000045072ACAp190108;ACAp;FR0000045072;19-01-08;9.775;9.811;6083094
Credit Agricole;FR0000045072ACAp190109;ACAp;FR0000045072;19-01-09;9.85;9.799;5664381
Credit Agricole;FR0000045072ACAp190110;ACAp;FR0000045072;19-01-10;9.709;9.882;5354884
Credit Agricole;FR0000045072ACAp190111;ACAp;FR0000045072;19-01-11;9.9;9.886;4812788
Credit Agricole;FR0000045072ACAp190114;ACAp;FR0000045072;19-01-14;9.838;9.958;4669781
Credit Agricole;FR0000045072ACAp190115;ACAp;FR0000045072;19-01-15;10.052;9.956;5997502
Credit Agricole;FR0000045072ACAp190116;ACAp;FR0000045072;19-01-16;10.028;10.346;7921813
Credit Agricole;FR0000045072ACAp190117;ACAp;FR0000045072;19-01-17;10.182;10.154;8627338
Credit Agricole;FR0000045072ACAp190118;ACAp;FR0000045072;19-01-18;10.26;10.324;6648665
Credit Agricole;FR0000045072ACAp190121;ACAp;FR0000045072;19-01-21;10.3;10.228;3077002
Credit Agricole;FR0000045072ACAp190122;ACAp;FR0000045072;19-01-22;10.138;10.07;6598939
Credit Agricole;FR0000045072ACAp190123;ACAp;FR0000045072;19-01-23;10.002;10.108;5981144
Credit Agricole;FR0000045072ACAp190124;ACAp;FR0000045072;19-01-24;10.048;10.132;6486170
Credit Agricole;FR0000045072ACAp190125;ACAp;FR0000045072;19-01-25;10.25;10.378;5875939
Credit Agricole;FR0000045072ACAp190128;ACAp;FR0000045072;19-01-28;10.328;10.14;5970149
Credit Agricole;FR0000045072ACAp190129;ACAp;FR0000045072;19-01-29;10.13;10.118;4403664
Credit Agricole;FR0000045072ACAp190130;ACAp;FR0000045072;19-01-30;10.112;10.162;3940386
Credit Agricole;FR0000045072ACAp190131;ACAp;FR0000045072;19-01-31;10.182;9.959;7803564
Credit Agricole;FR0000045072ACAp190201;ACAp;FR0000045072;19-02-01;9.965;9.911;6331535
Credit Agricole;FR0000045072ACAp190204;ACAp;FR0000045072;19-02-04;9.922;9.713;6869649
Credit Agricole;FR0000045072ACAp190205;ACAp;FR0000045072;19-02-05;9.713;9.96;7224751
Credit Agricole;FR0000045072ACAp190206;ACAp;FR0000045072;19-02-06;9.871;10.17;8061865
Credit Agricole;FR0000045072ACAp190207;ACAp;FR0000045072;19-02-07;10.15;9.862;8200263
Credit Agricole;FR0000045072ACAp190208;ACAp;FR0000045072;19-02-08;9.842;9.551;8618873
Credit Agricole;FR0000045072ACAp190211;ACAp;FR0000045072;19-02-11;9.61;9.636;4727510
Credit Agricole;FR0000045072ACAp190212;ACAp;FR0000045072;19-02-12;9.748;9.802;6680512
Credit Agricole;FR0000045072ACAp190213;ACAp;FR0000045072;19-02-13;9.8;9.885;6894345
Credit Agricole;FR0000045072ACAp190214;ACAp;FR0000045072;19-02-14;10.018;9.8;7754263
Credit Agricole;FR0000045072ACAp190215;ACAp;FR0000045072;19-02-15;9.757;10.196;10726137
Credit Agricole;FR0000045072ACAp190218;ACAp;FR0000045072;19-02-18;10.2;10.446;8112985
Credit Agricole;FR0000045072ACAp190219;ACAp;FR0000045072;19-02-19;10.468;10.456;6428297
Credit Agricole;FR0000045072ACAp190220;ACAp;FR0000045072;19-02-20;10.49;10.59;7322661
Credit Agricole;FR0000045072ACAp190221;ACAp;FR0000045072;19-02-21;10.64;10.492;8018992
Credit Agricole;FR0000045072ACAp190222;ACAp;FR0000045072;19-02-22;10.492;10.562;6668831
Credit Agricole;FR0000045072ACAp190225;ACAp;FR0000045072;19-02-25;10.68;10.754;6227377
Credit Agricole;FR0000045072ACAp190226;ACAp;FR0000045072;19-02-26;10.688;10.81;5643232
Credit Agricole;FR0000045072ACAp190227;ACAp;FR0000045072;19-02-27;10.772;11.1;9250990
Credit Agricole;FR0000045072ACAp190228;ACAp;FR0000045072;19-02-28;11.042;11.232;8690230
Credit Agricole;FR0000045072ACAp190301;ACAp;FR0000045072;19-03-01;11.342;11.138;8024737
Credit Agricole;FR0000045072ACAp190304;ACAp;FR0000045072;19-03-04;11.23;11.11;4209830
Credit Agricole;FR0000045072ACAp190305;ACAp;FR0000045072;19-03-05;11.12;11.07;6172405
Credit Agricole;FR0000045072ACAp190306;ACAp;FR0000045072;19-03-06;10.952;11.006;8541656
Credit Agricole;FR0000045072ACAp190307;ACAp;FR0000045072;19-03-07;11.024;10.658;11681830
Credit Agricole;FR0000045072ACAp190308;ACAp;FR0000045072;19-03-08;10.594;10.6;8462105
Credit Agricole;FR0000045072ACAp190311;ACAp;FR0000045072;19-03-11;10.668;10.886;7402806
Credit Agricole;FR0000045072ACAp190312;ACAp;FR0000045072;19-03-12;10.956;10.878;7407372
Credit Agricole;FR0000045072ACAp190313;ACAp;FR0000045072;19-03-13;10.888;11.002;5778723
Credit Agricole;FR0000045072ACAp190314;ACAp;FR0000045072;19-03-14;11.0;10.952;6352609
Credit Agricole;FR0000045072ACAp190315;ACAp;FR0000045072;19-03-15;10.98;11.042;24118542
Credit Agricole;FR0000045072ACAp190318;ACAp;FR0000045072;19-03-18;11.088;11.326;7429402
Credit Agricole;FR0000045072ACAp190319;ACAp;FR0000045072;19-03-19;11.31;11.31;5159120
Credit Agricole;FR0000045072ACAp190320;ACAp;FR0000045072;19-03-20;11.3;11.112;5506173
Credit Agricole;FR0000045072ACAp190321;ACAp;FR0000045072;19-03-21;11.032;10.922;5734720
Credit Agricole;FR0000045072ACAp190322;ACAp;FR0000045072;19-03-22;10.988;10.51;10157130
Credit Agricole;FR0000045072ACAp190325;ACAp;FR0000045072;19-03-25;10.45;10.47;5315320
Credit Agricole;FR0000045072ACAp190326;ACAp;FR0000045072;19-03-26;10.5;10.492;3476768
Credit Agricole;FR0000045072ACAp190327;ACAp;FR0000045072;19-03-27;10.58;10.866;10976061
Credit Agricole;FR0000045072ACAp190328;ACAp;FR0000045072;19-03-28;10.802;10.66;5392258
