;Prim_key;Nom_Action;Code_ABBR;Code_ISIN;Date;Ouverture;Fermeture;Volume
0;FR0000045072ACAp;Credit Agricole;ACAp;FR0000045072;----;7.8;7.282;12807958
1;FR0000045072ACAp0;Credit Agricole;ACAp;FR0000045072;----0;7.0;6.902;9236156
2;FR0000045072ACAp0320;Credit Agricole;ACAp;FR0000045072;-03-20;6.98;6.69;9488221
3;FR0000045072ACAp0420;Credit Agricole;ACAp;FR0000045072;-04-20;7.8;7.282;12807958
4;FR0000045072ACAp0520;Credit Agricole;ACAp;FR0000045072;-05-20;7.198;7.166;7088562
5;FR0000045072ACAp180312;Credit Agricole;ACAp;FR0000045072;18-03-12;13.705;13.72;3227334
6;FR0000045072ACAp180313;Credit Agricole;ACAp;FR0000045072;18-03-13;13.755;13.645;5880566
7;FR0000045072ACAp180314;Credit Agricole;ACAp;FR0000045072;18-03-14;13.63;13.49;4842653
8;FR0000045072ACAp180315;Credit Agricole;ACAp;FR0000045072;18-03-15;13.56;13.555;4431206
9;FR0000045072ACAp180316;Credit Agricole;ACAp;FR0000045072;18-03-16;13.56;13.705;7063795
10;FR0000045072ACAp180319;Credit Agricole;ACAp;FR0000045072;18-03-19;13.715;13.615;4623997
11;FR0000045072ACAp180320;Credit Agricole;ACAp;FR0000045072;18-03-20;13.635;13.68;5016937
12;FR0000045072ACAp180321;Credit Agricole;ACAp;FR0000045072;18-03-21;13.675;13.585;4926829
13;FR0000045072ACAp180322;Credit Agricole;ACAp;FR0000045072;18-03-22;13.5;13.38;9217233
14;FR0000045072ACAp180323;Credit Agricole;ACAp;FR0000045072;18-03-23;13.24;13.165;7007759
15;FR0000045072ACAp180326;Credit Agricole;ACAp;FR0000045072;18-03-26;13.19;13.14;5289476
16;FR0000045072ACAp180327;Credit Agricole;ACAp;FR0000045072;18-03-27;13.345;13.23;4517519
17;FR0000045072ACAp180328;Credit Agricole;ACAp;FR0000045072;18-03-28;13.075;13.255;5754470
18;FR0000045072ACAp180329;Credit Agricole;ACAp;FR0000045072;18-03-29;13.32;13.205;5179244
19;FR0000045072ACAp180403;Credit Agricole;ACAp;FR0000045072;18-04-03;13.1;13.225;5012393
20;FR0000045072ACAp180404;Credit Agricole;ACAp;FR0000045072;18-04-04;13.245;13.14;5366373
21;FR0000045072ACAp180405;Credit Agricole;ACAp;FR0000045072;18-04-05;13.365;13.405;6353249
22;FR0000045072ACAp180406;Credit Agricole;ACAp;FR0000045072;18-04-06;13.365;13.235;6424232
23;FR0000045072ACAp180409;Credit Agricole;ACAp;FR0000045072;18-04-09;13.295;13.185;4320600
24;FR0000045072ACAp180410;Credit Agricole;ACAp;FR0000045072;18-04-10;13.285;13.26;5893820
25;FR0000045072ACAp180411;Credit Agricole;ACAp;FR0000045072;18-04-11;13.23;13.21;4618578
26;FR0000045072ACAp180412;Credit Agricole;ACAp;FR0000045072;18-04-12;13.23;13.335;4725069
27;FR0000045072ACAp180413;Credit Agricole;ACAp;FR0000045072;18-04-13;13.33;13.385;3834811
28;FR0000045072ACAp180416;Credit Agricole;ACAp;FR0000045072;18-04-16;13.39;13.405;3037093
29;FR0000045072ACAp180417;Credit Agricole;ACAp;FR0000045072;18-04-17;13.435;13.415;4175959
30;FR0000045072ACAp180418;Credit Agricole;ACAp;FR0000045072;18-04-18;13.415;13.45;3017991
31;FR0000045072ACAp180419;Credit Agricole;ACAp;FR0000045072;18-04-19;13.46;13.5;3219481
32;FR0000045072ACAp180420;Credit Agricole;ACAp;FR0000045072;18-04-20;13.525;13.585;4221609
33;FR0000045072ACAp180423;Credit Agricole;ACAp;FR0000045072;18-04-23;13.575;13.715;4740055
34;FR0000045072ACAp180424;Credit Agricole;ACAp;FR0000045072;18-04-24;13.715;13.745;3852029
35;FR0000045072ACAp180425;Credit Agricole;ACAp;FR0000045072;18-04-25;13.7;13.62;3515984
36;FR0000045072ACAp180426;Credit Agricole;ACAp;FR0000045072;18-04-26;13.62;13.625;3774331
37;FR0000045072ACAp180427;Credit Agricole;ACAp;FR0000045072;18-04-27;13.625;13.675;4817240
38;FR0000045072ACAp180430;Credit Agricole;ACAp;FR0000045072;18-04-30;13.66;13.635;4498369
39;FR0000045072ACAp180502;Credit Agricole;ACAp;FR0000045072;18-05-02;13.6;13.62;4070609
40;FR0000045072ACAp180503;Credit Agricole;ACAp;FR0000045072;18-05-03;13.61;13.38;4912067
41;FR0000045072ACAp180504;Credit Agricole;ACAp;FR0000045072;18-05-04;13.29;13.43;5439145
42;FR0000045072ACAp180507;Credit Agricole;ACAp;FR0000045072;18-05-07;13.485;13.445;2565110
43;FR0000045072ACAp180508;Credit Agricole;ACAp;FR0000045072;18-05-08;13.45;13.405;4195205
44;FR0000045072ACAp180509;Credit Agricole;ACAp;FR0000045072;18-05-09;13.435;13.44;4056471
45;FR0000045072ACAp180510;Credit Agricole;ACAp;FR0000045072;18-05-10;13.465;13.425;2905129
46;FR0000045072ACAp180511;Credit Agricole;ACAp;FR0000045072;18-05-11;13.425;13.47;4083132
47;FR0000045072ACAp180514;Credit Agricole;ACAp;FR0000045072;18-05-14;13.5;13.41;6346001
48;FR0000045072ACAp180515;Credit Agricole;ACAp;FR0000045072;18-05-15;13.21;13.565;9134616
49;FR0000045072ACAp180516;Credit Agricole;ACAp;FR0000045072;18-05-16;13.58;13.495;7014733
50;FR0000045072ACAp180517;Credit Agricole;ACAp;FR0000045072;18-05-17;13.5;13.625;9452515
51;FR0000045072ACAp180518;Credit Agricole;ACAp;FR0000045072;18-05-18;13.62;13.435;12477727
52;FR0000045072ACAp180521;Credit Agricole;ACAp;FR0000045072;18-05-21;13.485;13.535;5732322
53;FR0000045072ACAp180522;Credit Agricole;ACAp;FR0000045072;18-05-22;13.045;13.26;10374941
54;FR0000045072ACAp180523;Credit Agricole;ACAp;FR0000045072;18-05-23;13.23;13.095;8898903
55;FR0000045072ACAp180524;Credit Agricole;ACAp;FR0000045072;18-05-24;13.12;12.785;10545032
56;FR0000045072ACAp180525;Credit Agricole;ACAp;FR0000045072;18-05-25;12.8;12.66;9150669
57;FR0000045072ACAp180528;Credit Agricole;ACAp;FR0000045072;18-05-28;12.78;12.45;10422035
58;FR0000045072ACAp180529;Credit Agricole;ACAp;FR0000045072;18-05-29;12.29;12.04;19523584
59;FR0000045072ACAp180530;Credit Agricole;ACAp;FR0000045072;18-05-30;12.0;11.885;14761668
60;FR0000045072ACAp180531;Credit Agricole;ACAp;FR0000045072;18-05-31;12.0;11.74;14996794
61;FR0000045072ACAp180601;Credit Agricole;ACAp;FR0000045072;18-06-01;11.905;12.055;14645525
62;FR0000045072ACAp180604;Credit Agricole;ACAp;FR0000045072;18-06-04;12.2;12.155;8137459
63;FR0000045072ACAp180605;Credit Agricole;ACAp;FR0000045072;18-06-05;12.175;11.905;8533422
64;FR0000045072ACAp180606;Credit Agricole;ACAp;FR0000045072;18-06-06;11.94;11.91;8390212
65;FR0000045072ACAp180607;Credit Agricole;ACAp;FR0000045072;18-06-07;11.995;11.985;7134471
66;FR0000045072ACAp180608;Credit Agricole;ACAp;FR0000045072;18-06-08;11.905;11.89;6013127
67;FR0000045072ACAp180611;Credit Agricole;ACAp;FR0000045072;18-06-11;11.995;12.08;8700900
68;FR0000045072ACAp180612;Credit Agricole;ACAp;FR0000045072;18-06-12;12.135;12.105;5968996
69;FR0000045072ACAp180613;Credit Agricole;ACAp;FR0000045072;18-06-13;12.1;12.035;5259770
70;FR0000045072ACAp180614;Credit Agricole;ACAp;FR0000045072;18-06-14;11.99;12.05;7320819
71;FR0000045072ACAp180615;Credit Agricole;ACAp;FR0000045072;18-06-15;12.05;11.825;15041771
72;FR0000045072ACAp180618;Credit Agricole;ACAp;FR0000045072;18-06-18;11.775;11.785;5461026
73;FR0000045072ACAp180619;Credit Agricole;ACAp;FR0000045072;18-06-19;11.665;11.775;6228022
74;FR0000045072ACAp180620;Credit Agricole;ACAp;FR0000045072;18-06-20;11.865;11.695;9088164
75;FR0000045072ACAp180621;Credit Agricole;ACAp;FR0000045072;18-06-21;11.73;11.635;7328609
76;FR0000045072ACAp180622;Credit Agricole;ACAp;FR0000045072;18-06-22;11.705;11.76;5391480
77;FR0000045072ACAp180625;Credit Agricole;ACAp;FR0000045072;18-06-25;11.685;11.62;5392261
78;FR0000045072ACAp180626;Credit Agricole;ACAp;FR0000045072;18-06-26;11.66;11.53;5027928
79;FR0000045072ACAp180627;Credit Agricole;ACAp;FR0000045072;18-06-27;11.505;11.5;7873839
80;FR0000045072ACAp180628;Credit Agricole;ACAp;FR0000045072;18-06-28;11.45;11.4;6885992
81;FR0000045072ACAp180629;Credit Agricole;ACAp;FR0000045072;18-06-29;11.55;11.435;8575918
82;FR0000045072ACAp180702;Credit Agricole;ACAp;FR0000045072;18-07-02;11.35;11.38;7000096
83;FR0000045072ACAp180703;Credit Agricole;ACAp;FR0000045072;18-07-03;11.355;11.42;6019562
84;FR0000045072ACAp180704;Credit Agricole;ACAp;FR0000045072;18-07-04;11.385;11.39;6270337
85;FR0000045072ACAp180705;Credit Agricole;ACAp;FR0000045072;18-07-05;11.385;11.535;8896993
86;FR0000045072ACAp180706;Credit Agricole;ACAp;FR0000045072;18-07-06;11.6;11.51;5757861
87;FR0000045072ACAp180709;Credit Agricole;ACAp;FR0000045072;18-07-09;11.575;11.61;6445974
88;FR0000045072ACAp180710;Credit Agricole;ACAp;FR0000045072;18-07-10;11.65;11.56;6025605
89;FR0000045072ACAp180711;Credit Agricole;ACAp;FR0000045072;18-07-11;11.485;11.36;7799846
90;FR0000045072ACAp180712;Credit Agricole;ACAp;FR0000045072;18-07-12;11.4;11.3;6929650
91;FR0000045072ACAp180713;Credit Agricole;ACAp;FR0000045072;18-07-13;11.345;11.425;7125071
92;FR0000045072ACAp180716;Credit Agricole;ACAp;FR0000045072;18-07-16;11.395;11.47;5497533
93;FR0000045072ACAp180717;Credit Agricole;ACAp;FR0000045072;18-07-17;11.465;11.465;5370432
94;FR0000045072ACAp180718;Credit Agricole;ACAp;FR0000045072;18-07-18;11.49;11.445;5580605
95;FR0000045072ACAp180719;Credit Agricole;ACAp;FR0000045072;18-07-19;11.42;11.435;4780071
96;FR0000045072ACAp180720;Credit Agricole;ACAp;FR0000045072;18-07-20;11.4;11.43;5802301
97;FR0000045072ACAp180723;Credit Agricole;ACAp;FR0000045072;18-07-23;11.395;11.5;4063425
98;FR0000045072ACAp180724;Credit Agricole;ACAp;FR0000045072;18-07-24;11.55;11.63;6769962
99;FR0000045072ACAp180725;Credit Agricole;ACAp;FR0000045072;18-07-25;11.64;11.57;4660520
100;FR0000045072ACAp180726;Credit Agricole;ACAp;FR0000045072;18-07-26;11.645;11.635;5759083
101;FR0000045072ACAp180727;Credit Agricole;ACAp;FR0000045072;18-07-27;11.635;11.78;6304480
102;FR0000045072ACAp180730;Credit Agricole;ACAp;FR0000045072;18-07-30;11.75;11.9;5060149
103;FR0000045072ACAp180731;Credit Agricole;ACAp;FR0000045072;18-07-31;11.845;12.015;8920833
104;FR0000045072ACAp180801;Credit Agricole;ACAp;FR0000045072;18-08-01;12.07;11.98;6142904
105;FR0000045072ACAp180802;Credit Agricole;ACAp;FR0000045072;18-08-02;11.96;11.95;6877084
106;FR0000045072ACAp180803;Credit Agricole;ACAp;FR0000045072;18-08-03;12.36;12.225;12562631
107;FR0000045072ACAp180806;Credit Agricole;ACAp;FR0000045072;18-08-06;12.3;12.335;9018160
108;FR0000045072ACAp180807;Credit Agricole;ACAp;FR0000045072;18-08-07;12.395;12.49;8318253
109;FR0000045072ACAp180808;Credit Agricole;ACAp;FR0000045072;18-08-08;12.49;12.44;5485913
110;FR0000045072ACAp180809;Credit Agricole;ACAp;FR0000045072;18-08-09;12.425;12.43;3850975
111;FR0000045072ACAp180810;Credit Agricole;ACAp;FR0000045072;18-08-10;12.305;12.175;11331405
112;FR0000045072ACAp180813;Credit Agricole;ACAp;FR0000045072;18-08-13;12.045;12.03;9174079
113;FR0000045072ACAp180814;Credit Agricole;ACAp;FR0000045072;18-08-14;12.065;11.83;8820624
114;FR0000045072ACAp180815;Credit Agricole;ACAp;FR0000045072;18-08-15;11.914;11.732;7450372
115;FR0000045072ACAp180816;Credit Agricole;ACAp;FR0000045072;18-08-16;11.798;11.838;6004883
116;FR0000045072ACAp180817;Credit Agricole;ACAp;FR0000045072;18-08-17;11.85;11.796;5676502
117;FR0000045072ACAp180820;Credit Agricole;ACAp;FR0000045072;18-08-20;11.8;11.82;3925694
118;FR0000045072ACAp180821;Credit Agricole;ACAp;FR0000045072;18-08-21;11.8;11.91;6365977
119;FR0000045072ACAp180822;Credit Agricole;ACAp;FR0000045072;18-08-22;11.94;12.102;7845109
120;FR0000045072ACAp180823;Credit Agricole;ACAp;FR0000045072;18-08-23;12.1;12.024;4738468
121;FR0000045072ACAp180824;Credit Agricole;ACAp;FR0000045072;18-08-24;12.008;11.976;4415975
122;FR0000045072ACAp180827;Credit Agricole;ACAp;FR0000045072;18-08-27;12.006;12.054;3776522
123;FR0000045072ACAp180828;Credit Agricole;ACAp;FR0000045072;18-08-28;12.068;12.004;4719174
124;FR0000045072ACAp180829;Credit Agricole;ACAp;FR0000045072;18-08-29;12.008;11.98;5038929
125;FR0000045072ACAp180830;Credit Agricole;ACAp;FR0000045072;18-08-30;11.956;11.892;4895769
126;FR0000045072ACAp180831;Credit Agricole;ACAp;FR0000045072;18-08-31;11.866;11.792;5904531
127;FR0000045072ACAp180903;Credit Agricole;ACAp;FR0000045072;18-09-03;11.786;11.884;4571957
128;FR0000045072ACAp180904;Credit Agricole;ACAp;FR0000045072;18-09-04;11.958;12.08;9866668
129;FR0000045072ACAp180905;Credit Agricole;ACAp;FR0000045072;18-09-05;12.05;12.274;11132263
130;FR0000045072ACAp180906;Credit Agricole;ACAp;FR0000045072;18-09-06;12.206;12.268;6808357
131;FR0000045072ACAp180907;Credit Agricole;ACAp;FR0000045072;18-09-07;12.262;12.072;9240361
132;FR0000045072ACAp180910;Credit Agricole;ACAp;FR0000045072;18-09-10;12.036;12.186;6039020
133;FR0000045072ACAp180911;Credit Agricole;ACAp;FR0000045072;18-09-11;12.244;12.154;5570836
134;FR0000045072ACAp180912;Credit Agricole;ACAp;FR0000045072;18-09-12;12.166;12.092;4594335
135;FR0000045072ACAp180913;Credit Agricole;ACAp;FR0000045072;18-09-13;12.102;12.29;7111403
136;FR0000045072ACAp180914;Credit Agricole;ACAp;FR0000045072;18-09-14;12.338;12.358;4782686
137;FR0000045072ACAp180917;Credit Agricole;ACAp;FR0000045072;18-09-17;12.348;12.488;6205946
138;FR0000045072ACAp180918;Credit Agricole;ACAp;FR0000045072;18-09-18;12.488;12.504;5528653
139;FR0000045072ACAp180919;Credit Agricole;ACAp;FR0000045072;18-09-19;12.476;12.69;7916747
140;FR0000045072ACAp180920;Credit Agricole;ACAp;FR0000045072;18-09-20;12.69;12.924;11559328
141;FR0000045072ACAp180921;Credit Agricole;ACAp;FR0000045072;18-09-21;12.954;12.986;11667398
142;FR0000045072ACAp180924;Credit Agricole;ACAp;FR0000045072;18-09-24;12.93;12.798;7480132
143;FR0000045072ACAp180925;Credit Agricole;ACAp;FR0000045072;18-09-25;12.838;12.886;4233600
144;FR0000045072ACAp180926;Credit Agricole;ACAp;FR0000045072;18-09-26;12.91;12.946;5781648
145;FR0000045072ACAp180927;Credit Agricole;ACAp;FR0000045072;18-09-27;12.886;12.948;5569143
146;FR0000045072ACAp180928;Credit Agricole;ACAp;FR0000045072;18-09-28;12.832;12.386;15956336
147;FR0000045072ACAp181001;Credit Agricole;ACAp;FR0000045072;18-10-01;12.36;12.138;10859359
148;FR0000045072ACAp181002;Credit Agricole;ACAp;FR0000045072;18-10-02;12.238;12.214;8851267
149;FR0000045072ACAp181003;Credit Agricole;ACAp;FR0000045072;18-10-03;12.36;12.398;7999320
150;FR0000045072ACAp181004;Credit Agricole;ACAp;FR0000045072;18-10-04;12.43;12.67;10784786
151;FR0000045072ACAp181005;Credit Agricole;ACAp;FR0000045072;18-10-05;12.65;12.602;5733491
152;FR0000045072ACAp181008;Credit Agricole;ACAp;FR0000045072;18-10-08;12.546;12.376;5781187
153;FR0000045072ACAp181009;Credit Agricole;ACAp;FR0000045072;18-10-09;12.43;12.47;6045167
154;FR0000045072ACAp181010;Credit Agricole;ACAp;FR0000045072;18-10-10;12.432;12.508;6455160
155;FR0000045072ACAp181011;Credit Agricole;ACAp;FR0000045072;18-10-11;12.35;12.244;9923352
156;FR0000045072ACAp181012;Credit Agricole;ACAp;FR0000045072;18-10-12;12.41;12.156;7185240
157;FR0000045072ACAp181015;Credit Agricole;ACAp;FR0000045072;18-10-15;12.16;12.112;5814666
158;FR0000045072ACAp181016;Credit Agricole;ACAp;FR0000045072;18-10-16;12.166;12.132;6752860
159;FR0000045072ACAp181017;Credit Agricole;ACAp;FR0000045072;18-10-17;12.2;12.16;6837509
160;FR0000045072ACAp181018;Credit Agricole;ACAp;FR0000045072;18-10-18;12.12;12.116;6656774
161;FR0000045072ACAp181019;Credit Agricole;ACAp;FR0000045072;18-10-19;12.09;11.892;10576214
162;FR0000045072ACAp181022;Credit Agricole;ACAp;FR0000045072;18-10-22;12.024;11.76;6465864
163;FR0000045072ACAp181023;Credit Agricole;ACAp;FR0000045072;18-10-23;11.65;11.546;8674941
164;FR0000045072ACAp181024;Credit Agricole;ACAp;FR0000045072;18-10-24;11.542;11.3;8388096
165;FR0000045072ACAp181025;Credit Agricole;ACAp;FR0000045072;18-10-25;11.25;11.362;9248116
166;FR0000045072ACAp181026;Credit Agricole;ACAp;FR0000045072;18-10-26;11.226;11.172;9224845
167;FR0000045072ACAp181029;Credit Agricole;ACAp;FR0000045072;18-10-29;11.11;11.32;5765234
168;FR0000045072ACAp181030;Credit Agricole;ACAp;FR0000045072;18-10-30;11.282;11.138;7441153
169;FR0000045072ACAp181031;Credit Agricole;ACAp;FR0000045072;18-10-31;11.28;11.328;9114529
170;FR0000045072ACAp181101;Credit Agricole;ACAp;FR0000045072;18-11-01;11.308;11.468;5468682
171;FR0000045072ACAp181102;Credit Agricole;ACAp;FR0000045072;18-11-02;11.562;11.588;7009984
172;FR0000045072ACAp181105;Credit Agricole;ACAp;FR0000045072;18-11-05;11.574;11.556;3635010
173;FR0000045072ACAp181106;Credit Agricole;ACAp;FR0000045072;18-11-06;11.576;11.508;4922000
174;FR0000045072ACAp181107;Credit Agricole;ACAp;FR0000045072;18-11-07;11.334;11.412;8072633
175;FR0000045072ACAp181108;Credit Agricole;ACAp;FR0000045072;18-11-08;11.472;11.498;6524427
176;FR0000045072ACAp181109;Credit Agricole;ACAp;FR0000045072;18-11-09;11.414;11.358;6880883
177;FR0000045072ACAp181112;Credit Agricole;ACAp;FR0000045072;18-11-12;11.422;11.152;5900225
178;FR0000045072ACAp181113;Credit Agricole;ACAp;FR0000045072;18-11-13;11.2;11.274;5891916
179;FR0000045072ACAp181114;Credit Agricole;ACAp;FR0000045072;18-11-14;11.18;11.144;6217276
180;FR0000045072ACAp181115;Credit Agricole;ACAp;FR0000045072;18-11-15;11.198;10.99;8355866
181;FR0000045072ACAp181116;Credit Agricole;ACAp;FR0000045072;18-11-16;11.02;10.908;9291892
182;FR0000045072ACAp181119;Credit Agricole;ACAp;FR0000045072;18-11-19;10.91;10.882;5467406
183;FR0000045072ACAp181120;Credit Agricole;ACAp;FR0000045072;18-11-20;10.84;10.632;7019460
184;FR0000045072ACAp181121;Credit Agricole;ACAp;FR0000045072;18-11-21;10.716;10.778;4765196
185;FR0000045072ACAp181122;Credit Agricole;ACAp;FR0000045072;18-11-22;10.736;10.67;4967527
186;FR0000045072ACAp181123;Credit Agricole;ACAp;FR0000045072;18-11-23;10.674;10.722;4314881
187;FR0000045072ACAp181126;Credit Agricole;ACAp;FR0000045072;18-11-26;10.81;11.12;9673925
188;FR0000045072ACAp181127;Credit Agricole;ACAp;FR0000045072;18-11-27;11.096;11.086;4521626
189;FR0000045072ACAp181128;Credit Agricole;ACAp;FR0000045072;18-11-28;11.1;10.998;4166106
190;FR0000045072ACAp181129;Credit Agricole;ACAp;FR0000045072;18-11-29;11.068;11.052;4327262
191;FR0000045072ACAp181130;Credit Agricole;ACAp;FR0000045072;18-11-30;11.068;10.968;4730078
192;FR0000045072ACAp181203;Credit Agricole;ACAp;FR0000045072;18-12-03;11.19;11.084;4938826
193;FR0000045072ACAp181204;Credit Agricole;ACAp;FR0000045072;18-12-04;11.01;10.838;5139056
194;FR0000045072ACAp181205;Credit Agricole;ACAp;FR0000045072;18-12-05;10.734;10.73;4498923
195;FR0000045072ACAp181206;Credit Agricole;ACAp;FR0000045072;18-12-06;10.62;10.212;10857788
196;FR0000045072ACAp181207;Credit Agricole;ACAp;FR0000045072;18-12-07;10.228;10.192;6777552
197;FR0000045072ACAp181210;Credit Agricole;ACAp;FR0000045072;18-12-10;10.102;9.89;9204334
198;FR0000045072ACAp181211;Credit Agricole;ACAp;FR0000045072;18-12-11;9.911;9.886;8498017
199;FR0000045072ACAp181212;Credit Agricole;ACAp;FR0000045072;18-12-12;9.891;10.232;10620690
200;FR0000045072ACAp181213;Credit Agricole;ACAp;FR0000045072;18-12-13;10.348;10.242;6841428
201;FR0000045072ACAp181214;Credit Agricole;ACAp;FR0000045072;18-12-14;10.132;10.136;5595892
202;FR0000045072ACAp181217;Credit Agricole;ACAp;FR0000045072;18-12-17;10.116;9.911;6949562
203;FR0000045072ACAp181218;Credit Agricole;ACAp;FR0000045072;18-12-18;9.885;9.85;7193048
204;FR0000045072ACAp181219;Credit Agricole;ACAp;FR0000045072;18-12-19;9.9;9.872;5553581
205;FR0000045072ACAp181220;Credit Agricole;ACAp;FR0000045072;18-12-20;9.719;9.477;9753837
206;FR0000045072ACAp181221;Credit Agricole;ACAp;FR0000045072;18-12-21;9.474;9.435;16243363
207;FR0000045072ACAp181224;Credit Agricole;ACAp;FR0000045072;18-12-24;9.305;9.288;1894817
208;FR0000045072ACAp181227;Credit Agricole;ACAp;FR0000045072;18-12-27;9.4;9.173;7297581
209;FR0000045072ACAp181228;Credit Agricole;ACAp;FR0000045072;18-12-28;9.249;9.406;5979391
210;FR0000045072ACAp181231;Credit Agricole;ACAp;FR0000045072;18-12-31;9.44;9.43;1618681
211;FR0000045072ACAp190102;Credit Agricole;ACAp;FR0000045072;19-01-02;9.298;9.313;4976608
212;FR0000045072ACAp190103;Credit Agricole;ACAp;FR0000045072;19-01-03;9.187;9.283;5575061
213;FR0000045072ACAp190104;Credit Agricole;ACAp;FR0000045072;19-01-04;9.4;9.764;9009845
214;FR0000045072ACAp190107;Credit Agricole;ACAp;FR0000045072;19-01-07;9.8;9.748;5238089
215;FR0000045072ACAp190108;Credit Agricole;ACAp;FR0000045072;19-01-08;9.775;9.811;6083094
216;FR0000045072ACAp190109;Credit Agricole;ACAp;FR0000045072;19-01-09;9.85;9.799;5664381
217;FR0000045072ACAp190110;Credit Agricole;ACAp;FR0000045072;19-01-10;9.709;9.882;5354884
218;FR0000045072ACAp190111;Credit Agricole;ACAp;FR0000045072;19-01-11;9.9;9.886;4812788
219;FR0000045072ACAp190114;Credit Agricole;ACAp;FR0000045072;19-01-14;9.838;9.958;4669781
220;FR0000045072ACAp190115;Credit Agricole;ACAp;FR0000045072;19-01-15;10.052;9.956;5997502
221;FR0000045072ACAp190116;Credit Agricole;ACAp;FR0000045072;19-01-16;10.028;10.346;7921813
222;FR0000045072ACAp190117;Credit Agricole;ACAp;FR0000045072;19-01-17;10.182;10.154;8627338
223;FR0000045072ACAp190118;Credit Agricole;ACAp;FR0000045072;19-01-18;10.26;10.324;6648665
224;FR0000045072ACAp190121;Credit Agricole;ACAp;FR0000045072;19-01-21;10.3;10.228;3077002
225;FR0000045072ACAp190122;Credit Agricole;ACAp;FR0000045072;19-01-22;10.138;10.07;6598939
226;FR0000045072ACAp190123;Credit Agricole;ACAp;FR0000045072;19-01-23;10.002;10.108;5981144
227;FR0000045072ACAp190124;Credit Agricole;ACAp;FR0000045072;19-01-24;10.048;10.132;6486170
228;FR0000045072ACAp190125;Credit Agricole;ACAp;FR0000045072;19-01-25;10.25;10.378;5875939
229;FR0000045072ACAp190128;Credit Agricole;ACAp;FR0000045072;19-01-28;10.328;10.14;5970149
230;FR0000045072ACAp190129;Credit Agricole;ACAp;FR0000045072;19-01-29;10.13;10.118;4403664
231;FR0000045072ACAp190130;Credit Agricole;ACAp;FR0000045072;19-01-30;10.112;10.162;3940386
232;FR0000045072ACAp190131;Credit Agricole;ACAp;FR0000045072;19-01-31;10.182;9.959;7803564
233;FR0000045072ACAp190201;Credit Agricole;ACAp;FR0000045072;19-02-01;9.965;9.911;6331535
234;FR0000045072ACAp190204;Credit Agricole;ACAp;FR0000045072;19-02-04;9.922;9.713;6869649
235;FR0000045072ACAp190205;Credit Agricole;ACAp;FR0000045072;19-02-05;9.713;9.96;7224751
236;FR0000045072ACAp190206;Credit Agricole;ACAp;FR0000045072;19-02-06;9.871;10.17;8061865
237;FR0000045072ACAp190207;Credit Agricole;ACAp;FR0000045072;19-02-07;10.15;9.862;8200263
238;FR0000045072ACAp190208;Credit Agricole;ACAp;FR0000045072;19-02-08;9.842;9.551;8618873
239;FR0000045072ACAp190211;Credit Agricole;ACAp;FR0000045072;19-02-11;9.61;9.636;4727510
240;FR0000045072ACAp190212;Credit Agricole;ACAp;FR0000045072;19-02-12;9.748;9.802;6680512
241;FR0000045072ACAp190213;Credit Agricole;ACAp;FR0000045072;19-02-13;9.8;9.885;6894345
242;FR0000045072ACAp190214;Credit Agricole;ACAp;FR0000045072;19-02-14;10.018;9.8;7754263
243;FR0000045072ACAp190215;Credit Agricole;ACAp;FR0000045072;19-02-15;9.757;10.196;10726137
244;FR0000045072ACAp190218;Credit Agricole;ACAp;FR0000045072;19-02-18;10.2;10.446;8112985
245;FR0000045072ACAp190219;Credit Agricole;ACAp;FR0000045072;19-02-19;10.468;10.456;6428297
246;FR0000045072ACAp190220;Credit Agricole;ACAp;FR0000045072;19-02-20;10.49;10.59;7322661
247;FR0000045072ACAp190221;Credit Agricole;ACAp;FR0000045072;19-02-21;10.64;10.492;8018992
248;FR0000045072ACAp190222;Credit Agricole;ACAp;FR0000045072;19-02-22;10.492;10.562;6668831
249;FR0000045072ACAp190225;Credit Agricole;ACAp;FR0000045072;19-02-25;10.68;10.754;6227377
250;FR0000045072ACAp190226;Credit Agricole;ACAp;FR0000045072;19-02-26;10.688;10.81;5643232
251;FR0000045072ACAp190227;Credit Agricole;ACAp;FR0000045072;19-02-27;10.772;11.1;9250990
252;FR0000045072ACAp190228;Credit Agricole;ACAp;FR0000045072;19-02-28;11.042;11.232;8690230
253;FR0000045072ACAp190301;Credit Agricole;ACAp;FR0000045072;19-03-01;11.342;11.138;8024737
254;FR0000045072ACAp190304;Credit Agricole;ACAp;FR0000045072;19-03-04;11.23;11.11;4209830
255;FR0000045072ACAp190305;Credit Agricole;ACAp;FR0000045072;19-03-05;11.12;11.07;6172405
256;FR0000045072ACAp190306;Credit Agricole;ACAp;FR0000045072;19-03-06;10.952;11.006;8541656
257;FR0000045072ACAp190307;Credit Agricole;ACAp;FR0000045072;19-03-07;11.024;10.658;11681830
258;FR0000045072ACAp190308;Credit Agricole;ACAp;FR0000045072;19-03-08;10.594;10.6;8462105
259;FR0000045072ACAp190311;Credit Agricole;ACAp;FR0000045072;19-03-11;10.668;10.886;7402806
260;FR0000045072ACAp190312;Credit Agricole;ACAp;FR0000045072;19-03-12;10.956;10.878;7407372
261;FR0000045072ACAp190313;Credit Agricole;ACAp;FR0000045072;19-03-13;10.888;11.002;5778723
262;FR0000045072ACAp190314;Credit Agricole;ACAp;FR0000045072;19-03-14;11.0;10.952;6352609
